id,id_pelicula,id_usuario,puntuacion,fecha
,s4779,725,1.7,2020-03-01
,s2020,944,6.0,2020-08-01
,s7906,2,10.0,2023-04-01
,s4150,930,1.4,2018-10-01
,s3314,999,8.3,2020-11-01
,s4629,178,8.1,2018-05-01
,s6392,118,8.6,2018-08-01
,s5690,157,8.4,2019-12-01
,s5444,394,8.7,2020-12-01
,s5028,49,4.8,2019-04-01
,s3480,582,2.4,2018-01-01
,s3659,29,3.7,2020-01-01
,s5912,432,4.9,2023-08-01
,s6148,199,7.3,2019-02-01
,s8363,71,6.6,2023-10-01
,s2433,87,7.7,2021-11-01
,s7270,126,4.4,2018-08-01
,s39,258,6.4,2021-05-01
,s1309,269,7.5,2021-05-01
,s8731,464,8.1,2021-07-01
,s5596,550,3.2,2022-12-01
,s2766,869,1.6,2018-09-01
,s7276,101,3.2,2023-05-01
,s4579,419,7.3,2020-04-01
,s4952,27,5.9,2023-08-01
,s7198,100,2.2,2021-01-01
,s2312,239,2.2,2022-08-01
,s6202,568,8.6,2019-06-01
,s2111,188,7.8,2022-01-01
,s2786,753,5.5,2023-02-01
,s4830,572,8.4,2021-01-01
,s2234,199,8.5,2022-09-01
,s4895,137,5.4,2018-01-01
,s7661,1,4.0,2019-03-01
,s5563,549,9.9,2019-02-01
,s6909,640,5.5,2022-11-01
,s7263,400,8.5,2020-11-01
,s6955,651,2.5,2023-12-01
,s467,684,7.2,2022-09-01
,s5292,469,9.1,2023-09-01
,s2501,552,1.2,2022-01-01
,s1583,975,6.4,2021-04-01
,s1417,660,5.6,2018-06-01
,s5844,386,1.9,2019-12-01
,s6453,63,5.6,2021-11-01
,s6895,997,9.8,2020-05-01
,s5431,20,4.8,2022-02-01
,s5302,439,7.1,2020-09-01
,s4744,211,7.2,2020-12-01
,s28,941,4.7,2022-02-01
,s6,31,3.6,2023-08-01
,s7779,303,9.3,2022-01-01
,s6618,92,8.3,2023-09-01
,s6939,626,5.9,2020-02-01
,s4319,830,3.5,2021-03-01
,s5541,480,1.6,2018-07-01
,s2224,324,4.5,2020-08-01
,s398,497,9.1,2022-06-01
,s7392,85,6.4,2019-01-01
,s3883,617,7.6,2018-01-01
,s5674,81,9.9,2019-03-01
,s3369,756,7.6,2018-10-01
,s6626,105,2.7,2020-04-01
,s3411,713,4.0,2019-09-01
,s1846,985,1.5,2023-11-01
,s2374,332,7.9,2018-05-01
,s2264,610,1.7,2023-08-01
,s1076,877,6.3,2023-09-01
,s7722,806,2.9,2022-11-01
,s6140,686,3.0,2022-04-01
,s741,379,3.1,2018-10-01
,s1070,179,7.7,2018-04-01
,s3115,61,6.3,2018-05-01
,s4948,942,6.6,2018-08-01
,s1573,29,5.0,2018-02-01
,s1951,310,3.6,2020-06-01
,s8599,225,3.0,2019-02-01
,s8214,868,7.3,2022-10-01
,s1099,196,9.5,2018-10-01
,s7517,763,3.5,2023-05-01
,s957,35,8.6,2023-10-01
,s4560,533,2.8,2018-04-01
,s767,119,1.9,2021-04-01
,s3428,805,1.0,2020-12-01
,s1159,641,6.1,2020-03-01
,s6859,630,1.9,2021-04-01
,s5912,444,9.9,2023-06-01
,s974,414,4.5,2020-07-01
,s2014,777,2.0,2021-01-01
,s7459,231,4.1,2019-05-01
,s5451,825,9.6,2018-10-01
,s8672,970,1.3,2021-02-01
,s6997,841,7.4,2021-07-01
,s5710,842,3.8,2023-03-01
,s3516,878,10.0,2018-11-01
,s3466,922,3.9,2022-12-01
,s4359,299,9.2,2021-10-01
,s539,971,4.7,2018-12-01
,s4510,479,7.0,2020-10-01
,s6170,853,3.1,2018-06-01
,s1650,219,7.1,2018-09-01
,s8268,84,2.5,2021-02-01
,s6797,651,7.5,2023-05-01
,s3313,508,5.2,2019-11-01
,s6274,207,6.3,2019-07-01
,s248,422,7.9,2020-05-01
,s523,564,3.4,2020-06-01
,s6616,883,9.8,2019-05-01
,s8401,473,1.4,2020-10-01
,s7777,21,3.7,2019-07-01
,s7017,66,7.5,2021-08-01
,s7278,596,6.3,2021-11-01
,s1178,826,10.0,2023-04-01
,s5821,827,2.3,2018-12-01
,s3308,490,5.8,2019-03-01
,s7008,704,5.6,2021-12-01
,s6827,167,5.8,2018-12-01
,s1349,964,7.1,2021-11-01
,s4833,814,9.1,2023-11-01
,s4278,966,6.0,2018-05-01
,s6678,54,4.6,2022-09-01
,s8022,444,1.7,2018-08-01
,s5011,264,3.6,2021-12-01
,s6800,667,8.4,2020-08-01
,s6525,568,9.0,2020-09-01
,s5472,216,6.7,2023-06-01
,s2189,820,1.6,2022-09-01
,s3324,877,4.0,2022-11-01
,s3718,550,8.2,2020-09-01
,s5497,824,2.9,2022-03-01
,s1950,338,6.5,2022-07-01
,s1645,322,7.1,2021-06-01
,s2068,527,8.4,2021-06-01
,s3011,323,7.5,2018-08-01
,s4019,624,5.3,2018-07-01
,s7910,849,8.2,2022-04-01
,s5901,217,5.5,2018-05-01
,s7179,316,6.5,2022-12-01
,s5696,793,1.5,2018-06-01
,s857,806,5.7,2023-05-01
,s330,476,6.1,2023-05-01
,s2102,594,3.5,2022-02-01
,s5696,361,6.4,2020-08-01
,s1125,35,7.0,2018-04-01
,s5635,888,8.0,2019-11-01
,s1631,304,4.8,2018-06-01
,s6669,253,9.2,2019-06-01
,s6652,261,7.9,2020-06-01
,s6015,513,2.2,2019-03-01
,s4001,189,5.9,2023-01-01
,s3399,491,9.8,2023-08-01
,s5759,344,2.3,2022-10-01
,s3998,150,6.3,2023-01-01
,s7168,313,3.5,2022-03-01
,s1789,393,4.9,2019-07-01
,s1529,803,2.6,2021-06-01
,s3109,554,1.5,2019-07-01
,s8656,722,8.0,2021-08-01
,s6415,314,3.1,2018-03-01
,s3001,145,5.0,2018-10-01
,s7995,701,2.5,2018-10-01
,s2839,81,1.2,2020-08-01
,s2363,166,4.8,2022-03-01
,s4740,511,9.8,2020-11-01
,s1423,818,8.8,2020-03-01
,s294,149,6.0,2019-12-01
,s4566,935,8.8,2021-05-01
,s4800,218,8.2,2021-06-01
,s3167,259,3.1,2022-08-01
,s3271,220,9.2,2018-01-01
,s860,26,2.1,2018-09-01
,s4128,433,6.6,2020-07-01
,s2743,744,9.4,2018-11-01
,s3386,545,7.5,2023-05-01
,s7906,735,5.7,2021-05-01
,s3911,21,8.4,2022-04-01
,s3033,418,6.8,2020-06-01
,s192,589,2.4,2020-08-01
,s3264,997,9.6,2018-09-01
,s5507,190,9.4,2022-12-01
,s7371,190,6.4,2020-06-01
,s167,207,10.0,2021-06-01
,s3767,139,2.9,2023-06-01
,s7358,490,8.3,2022-02-01
,s4392,468,5.6,2018-04-01
,s1086,524,8.1,2020-01-01
,s1624,540,2.3,2019-01-01
,s2118,4,9.9,2022-07-01
,s6681,577,6.5,2018-05-01
,s7100,423,7.6,2018-07-01
,s229,129,10.0,2018-10-01
,s2053,235,8.2,2018-01-01
,s6432,323,2.4,2022-04-01
,s7586,465,8.8,2022-02-01
,s1522,93,4.8,2023-11-01
,s3537,126,9.6,2020-03-01
,s1449,847,3.8,2018-04-01
,s6730,68,8.4,2018-04-01
,s8767,351,2.1,2018-04-01
,s2477,666,9.0,2020-05-01
,s3284,777,3.4,2023-10-01
,s2715,841,2.1,2022-01-01
,s4034,553,3.2,2021-03-01
,s8241,895,9.0,2018-01-01
,s628,718,4.4,2019-01-01
,s8671,451,7.4,2022-01-01
,s3565,978,9.2,2022-06-01
,s2176,642,8.5,2019-12-01
,s5108,528,9.6,2018-05-01
,s9,828,3.4,2019-01-01
,s3226,737,8.8,2020-08-01
,s3631,72,1.2,2018-05-01
,s2349,933,1.7,2021-03-01
,s6849,626,4.8,2020-09-01
,s8411,241,10.0,2020-11-01
,s6376,304,3.0,2019-03-01
,s7944,687,1.6,2023-07-01
,s3028,114,1.7,2020-10-01
,s1153,104,3.0,2019-07-01
,s828,124,8.8,2023-03-01
,s8348,986,7.0,2020-11-01
,s5823,900,9.0,2018-07-01
,s7104,302,9.3,2023-12-01
,s8610,739,4.0,2021-12-01
,s135,624,4.4,2018-01-01
,s6634,202,2.2,2022-03-01
,s8000,77,4.3,2023-01-01
,s5949,428,2.9,2020-10-01
,s3979,338,2.5,2019-03-01
,s440,843,3.9,2019-05-01
,s3322,589,2.6,2021-09-01
,s4017,564,5.9,2023-07-01
,s6008,358,9.4,2019-06-01
,s137,875,6.9,2020-08-01
,s1872,902,5.5,2018-04-01
,s6054,422,5.4,2018-09-01
,s4897,101,4.0,2020-11-01
,s8316,476,9.7,2018-12-01
,s8356,523,3.4,2018-01-01
,s3736,745,3.3,2022-08-01
,s6260,325,3.1,2019-12-01
,s3216,536,9.5,2023-09-01
,s6532,337,8.7,2023-06-01
,s2300,342,3.9,2020-04-01
,s5068,174,4.2,2023-06-01
,s8172,975,4.4,2020-06-01
,s1724,397,5.9,2023-04-01
,s8443,397,2.8,2021-05-01
,s5008,292,4.6,2018-09-01
,s521,963,2.0,2021-09-01
,s6892,477,4.6,2020-04-01
,s7154,846,9.5,2021-04-01
,s1296,536,6.6,2023-12-01
,s3716,97,4.8,2019-01-01
,s354,502,6.3,2018-06-01
,s6072,213,4.4,2021-10-01
,s5996,917,6.0,2019-02-01
,s338,187,9.4,2022-05-01
,s949,378,1.6,2020-06-01
,s5720,395,6.0,2023-04-01
,s7342,256,6.3,2021-01-01
,s4492,360,3.9,2022-02-01
,s2754,243,9.5,2020-07-01
,s3372,369,2.5,2023-11-01
,s1785,319,2.4,2018-06-01
,s440,131,3.1,2020-07-01
,s7356,385,1.8,2018-11-01
,s3905,997,9.5,2021-08-01
,s309,701,6.7,2018-09-01
,s6286,590,3.7,2019-01-01
,s4283,47,6.3,2020-02-01
,s6200,200,6.5,2022-02-01
,s7064,326,7.5,2020-04-01
,s4303,647,6.0,2019-05-01
,s8054,893,4.2,2018-05-01
,s7820,809,8.6,2021-08-01
,s6609,318,4.3,2018-08-01
,s5795,712,9.0,2023-02-01
,s2776,567,6.8,2023-04-01
,s3901,559,8.7,2018-01-01
,s6552,185,6.5,2022-02-01
,s2384,184,1.1,2021-03-01
,s4195,206,4.4,2021-11-01
,s6753,497,7.6,2022-03-01
,s6216,607,7.7,2022-06-01
,s2078,349,3.2,2018-04-01
,s5980,91,2.4,2023-06-01
,s3240,43,7.3,2021-12-01
,s8419,404,1.5,2022-01-01
,s306,244,6.8,2020-10-01
,s2360,410,7.4,2021-05-01
,s519,184,9.4,2022-03-01
,s3493,725,8.2,2020-02-01
,s3486,254,1.9,2019-12-01
,s5227,231,1.8,2022-03-01
,s720,241,3.6,2021-11-01
,s5521,225,7.3,2020-02-01
,s7134,786,9.6,2023-07-01
,s8652,279,3.8,2022-05-01
,s1728,650,2.0,2021-05-01
,s6297,714,7.8,2021-05-01
,s449,302,10.0,2023-03-01
,s3052,65,3.2,2018-02-01
,s8042,813,4.7,2018-12-01
,s6646,819,8.4,2021-08-01
,s8322,849,6.7,2020-10-01
,s3705,837,1.0,2019-11-01
,s4349,53,3.1,2021-04-01
,s8250,753,9.0,2018-03-01
,s4053,577,9.0,2020-01-01
,s7807,618,2.5,2023-06-01
,s6768,852,5.2,2021-07-01
,s1164,267,7.2,2022-08-01
,s4180,783,8.4,2023-01-01
,s8194,471,3.3,2023-06-01
,s142,135,7.1,2019-11-01
,s432,759,2.4,2020-08-01
,s6656,704,6.2,2018-06-01
,s7414,220,7.0,2018-12-01
,s1092,857,8.9,2018-10-01
,s4568,842,7.6,2021-09-01
,s2123,180,8.5,2019-07-01
,s7083,462,7.5,2020-10-01
,s5910,823,5.9,2022-04-01
,s4935,193,9.7,2021-02-01
,s6197,213,7.4,2020-04-01
,s3987,536,6.7,2021-11-01
,s3985,988,9.7,2019-08-01
,s4194,401,3.8,2021-05-01
,s2119,907,1.8,2023-08-01
,s6581,731,9.7,2022-05-01
,s4832,71,5.0,2021-11-01
,s3416,789,9.3,2021-05-01
,s638,59,4.3,2023-08-01
,s3084,917,8.5,2022-12-01
,s2527,175,5.9,2023-08-01
,s2188,743,5.8,2021-10-01
,s4324,238,8.1,2022-12-01
,s8769,831,9.3,2020-06-01
,s8057,483,5.3,2020-04-01
,s5155,530,4.1,2023-12-01
,s2098,742,6.9,2018-11-01
,s651,490,6.8,2020-12-01
,s5802,188,8.2,2021-12-01
,s2956,89,9.5,2020-04-01
,s6475,500,2.9,2018-09-01
,s5531,372,9.6,2020-07-01
,s3922,841,6.4,2021-04-01
,s3984,584,3.4,2021-01-01
,s6196,148,7.2,2021-11-01
,s2445,291,7.7,2018-04-01
,s3641,632,6.6,2018-03-01
,s3674,543,4.5,2022-08-01
,s8161,974,3.5,2018-11-01
,s3157,156,3.6,2022-10-01
,s8702,343,3.4,2020-03-01
,s5646,163,6.6,2018-06-01
,s3590,152,8.7,2022-01-01
,s319,714,3.9,2023-07-01
,s1351,370,2.5,2020-11-01
,s1272,895,2.0,2018-02-01
,s6855,60,8.1,2019-12-01
,s6098,272,4.4,2023-08-01
,s4747,464,8.8,2019-10-01
,s7057,277,9.5,2021-01-01
,s757,245,5.3,2019-09-01
,s1600,782,1.3,2019-08-01
,s8534,625,5.3,2020-03-01
,s1887,271,1.7,2020-06-01
,s5513,335,3.4,2020-05-01
,s2026,141,2.3,2021-08-01
,s133,525,10.0,2021-04-01
,s5271,488,3.8,2022-07-01
,s7613,228,2.3,2022-04-01
,s8080,340,8.6,2021-06-01
,s61,529,7.2,2018-08-01
,s1875,976,9.1,2023-01-01
,s7239,701,1.8,2020-08-01
,s7052,313,5.4,2022-10-01
,s6341,62,1.1,2020-10-01
,s5009,644,8.7,2023-02-01
,s3149,657,3.2,2023-11-01
,s2827,424,1.2,2022-11-01
,s6673,934,2.2,2021-06-01
,s6384,215,9.6,2021-06-01
,s6296,436,5.8,2023-05-01
,s2502,163,1.8,2019-10-01
,s6786,811,6.2,2020-03-01
,s1926,113,4.8,2023-09-01
,s8177,103,4.6,2021-12-01
,s5013,331,8.1,2018-10-01
,s6127,673,7.9,2019-11-01
,s895,190,4.2,2020-11-01
,s749,179,6.7,2022-04-01
,s4090,396,2.3,2019-02-01
,s4092,842,2.7,2023-08-01
,s2345,748,6.2,2020-12-01
,s3077,936,2.5,2020-07-01
,s2059,419,5.3,2018-11-01
,s7679,176,2.0,2021-03-01
,s2550,534,3.3,2023-09-01
,s6156,837,5.2,2018-08-01
,s5583,165,9.9,2019-11-01
,s8019,814,2.7,2020-04-01
,s5788,790,6.0,2022-04-01
,s1016,4,6.8,2022-06-01
,s8679,445,2.2,2022-01-01
,s5886,931,4.5,2020-08-01
,s4582,163,9.7,2020-05-01
,s3162,441,3.2,2020-12-01
,s6233,50,3.7,2020-09-01
,s5746,806,4.4,2021-05-01
,s7000,746,1.1,2018-08-01
,s1547,187,5.6,2021-06-01
,s5111,853,1.9,2022-08-01
,s5117,610,8.9,2021-11-01
,s5905,941,9.7,2023-01-01
,s7565,131,9.0,2020-06-01
,s3744,883,2.6,2020-12-01
,s5756,668,4.7,2019-07-01
,s4483,948,1.6,2023-12-01
,s5439,450,3.4,2023-12-01
,s281,882,2.3,2021-03-01
,s7380,363,4.7,2022-11-01
,s2650,656,7.2,2022-01-01
,s4093,292,1.6,2023-05-01
,s3673,396,4.8,2019-07-01
,s1716,709,8.8,2019-08-01
,s6785,308,6.9,2020-09-01
,s8398,164,1.1,2018-09-01
,s6448,399,4.2,2022-10-01
,s860,297,3.6,2021-05-01
,s4227,333,9.7,2022-08-01
,s7160,555,10.0,2020-01-01
,s6849,733,7.2,2023-12-01
,s1803,652,2.7,2023-02-01
,s1541,878,2.7,2019-06-01
,s4920,906,6.0,2019-12-01
,s5193,603,1.7,2019-03-01
,s685,710,9.0,2018-08-01
,s2973,62,3.7,2019-05-01
,s2423,562,7.5,2023-07-01
,s6663,115,7.2,2019-10-01
,s2415,105,6.2,2022-08-01
,s8298,931,3.5,2019-04-01
,s4727,636,1.1,2021-12-01
,s8139,603,7.7,2019-03-01
,s5162,51,9.8,2023-03-01
,s6757,784,4.0,2022-03-01
,s5066,441,2.5,2018-04-01
,s5265,302,3.0,2022-02-01
,s1526,333,3.1,2023-07-01
,s2645,927,9.6,2018-02-01
,s2100,41,1.0,2022-08-01
,s1029,602,9.6,2018-09-01
,s6539,427,4.6,2023-03-01
,s4956,32,7.2,2021-08-01
,s4131,361,2.2,2021-01-01
,s7221,187,2.1,2022-10-01
,s6995,678,2.0,2018-01-01
,s7254,775,6.9,2022-10-01
,s2688,340,2.9,2020-12-01
,s5157,9,8.8,2019-01-01
,s1654,394,2.4,2019-07-01
,s1298,859,4.2,2023-04-01
,s408,690,1.6,2021-03-01
,s6310,423,4.1,2020-05-01
,s2180,764,8.2,2018-11-01
,s1726,814,5.4,2022-12-01
,s47,702,4.2,2019-02-01
,s1392,112,1.9,2020-06-01
,s1655,436,10.0,2018-08-01
,s7258,497,8.5,2022-09-01
,s1463,287,7.1,2020-04-01
,s1098,11,7.9,2019-04-01
,s7764,602,5.9,2020-07-01
,s1164,686,9.1,2021-11-01
,s1144,177,3.5,2023-10-01
,s1284,957,4.3,2018-04-01
,s2046,256,7.5,2018-06-01
,s7991,669,7.0,2019-06-01
,s2638,246,1.3,2021-10-01
,s7139,267,6.9,2022-08-01
,s1129,143,10.0,2019-10-01
,s7770,359,1.8,2018-04-01
,s6065,246,8.8,2023-02-01
,s6902,334,1.2,2021-06-01
,s440,959,9.6,2022-01-01
,s4481,327,9.5,2018-02-01
,s1697,936,2.6,2022-03-01
,s1981,303,6.4,2021-03-01
,s1208,151,1.6,2022-08-01
,s8469,390,4.7,2018-01-01
,s5345,953,3.1,2022-01-01
,s5681,518,1.0,2022-01-01
,s4588,385,10.0,2022-06-01
,s4812,838,7.4,2022-06-01
,s2248,648,7.1,2023-12-01
,s4027,838,7.7,2023-05-01
,s1811,35,6.6,2023-02-01
,s5527,221,6.9,2022-03-01
,s7960,320,2.6,2020-08-01
,s1230,760,8.3,2020-07-01
,s4370,299,9.4,2021-12-01
,s4810,519,9.4,2020-12-01
,s3555,441,7.1,2020-06-01
,s8030,437,6.5,2022-08-01
,s5523,38,9.0,2020-11-01
,s8320,58,2.5,2018-03-01
,s7737,313,6.9,2020-11-01
,s7724,573,1.8,2020-11-01
,s1128,812,8.1,2020-07-01
,s5812,840,4.3,2018-08-01
,s21,84,2.0,2021-01-01
,s3431,212,3.1,2018-07-01
,s7856,938,9.2,2018-10-01
,s6285,562,6.2,2022-08-01
,s1167,252,10.0,2021-09-01
,s5005,480,1.1,2021-05-01
,s6242,208,3.9,2020-01-01
,s1551,312,2.7,2019-01-01
,s2845,134,6.8,2019-04-01
,s3381,7,10.0,2023-07-01
,s6270,408,2.9,2020-07-01
,s4669,10,1.7,2021-10-01
,s2116,248,8.6,2021-02-01
,s8101,830,9.9,2020-06-01
,s7583,352,3.6,2019-08-01
,s8655,644,4.2,2022-02-01
,s6482,788,1.5,2018-04-01
,s2064,699,3.1,2020-07-01
,s1010,925,6.7,2019-04-01
,s6123,344,8.8,2018-07-01
,s1988,496,4.3,2020-05-01
,s4159,698,6.8,2021-06-01
,s7628,839,3.4,2020-01-01
,s5611,893,1.2,2019-01-01
,s7256,180,1.7,2020-07-01
,s4333,975,8.5,2023-05-01
,s3772,31,7.0,2021-09-01
,s2660,753,5.6,2018-01-01
,s6648,452,4.8,2020-07-01
,s4920,418,1.9,2020-02-01
,s7492,526,6.7,2020-09-01
,s8404,38,7.4,2021-12-01
,s2913,59,1.1,2022-08-01
,s2332,755,1.4,2022-10-01
,s5931,251,5.6,2018-01-01
,s7852,586,9.7,2021-04-01
,s8597,535,6.2,2022-01-01
,s5323,853,9.7,2023-02-01
,s704,987,5.2,2018-12-01
,s3942,658,6.8,2023-10-01
,s2996,293,8.4,2018-05-01
,s1998,852,8.5,2018-12-01
,s3689,487,7.2,2020-12-01
,s6084,588,1.3,2018-03-01
,s2402,835,8.9,2021-05-01
,s21,843,1.9,2019-10-01
,s7851,326,6.3,2018-04-01
,s3047,280,8.5,2018-07-01
,s5668,864,1.7,2019-04-01
,s5860,637,9.0,2018-12-01
,s5976,223,2.8,2023-04-01
,s2047,442,2.7,2019-12-01
,s2404,116,3.6,2021-10-01
,s739,76,5.1,2021-06-01
,s557,495,3.0,2021-01-01
,s2051,454,2.1,2020-09-01
,s6156,896,1.4,2023-11-01
,s6020,450,4.5,2023-02-01
,s4255,657,5.7,2019-10-01
,s7647,313,10.0,2021-08-01
,s7476,690,2.7,2019-07-01
,s2091,256,1.1,2021-02-01
,s7390,459,6.5,2020-04-01
,s1688,40,1.7,2021-03-01
,s6755,809,3.7,2018-11-01
,s8421,981,6.7,2019-07-01
,s7211,342,7.4,2019-09-01
,s4630,925,4.3,2019-02-01
,s2160,446,9.8,2018-10-01
,s1483,140,1.7,2021-10-01
,s4376,637,7.8,2019-11-01
,s3997,418,6.1,2018-07-01
,s194,275,6.1,2019-02-01
,s2937,34,1.9,2023-08-01
,s6379,387,6.7,2020-09-01
,s4011,850,1.0,2020-02-01
,s4343,742,5.2,2021-06-01
,s6460,395,7.8,2018-12-01
,s5972,359,7.3,2018-01-01
,s314,599,6.2,2020-09-01
,s5049,554,9.3,2022-01-01
,s1792,393,4.8,2020-07-01
,s5615,140,8.7,2022-09-01
,s49,708,5.2,2021-09-01
,s1251,842,5.1,2020-02-01
,s2974,540,1.4,2019-11-01
,s6870,474,9.4,2018-10-01
,s4008,177,7.6,2019-05-01
,s1672,3,9.2,2023-01-01
,s3954,896,1.9,2022-07-01
,s2338,205,6.5,2021-11-01
,s4484,782,9.1,2022-08-01
,s6389,387,1.7,2018-02-01
,s474,421,1.8,2021-08-01
,s6683,714,4.9,2020-08-01
,s4661,149,1.1,2018-03-01
,s4241,814,8.2,2020-10-01
,s4089,398,8.0,2022-06-01
,s2809,313,2.9,2023-07-01
,s3426,886,7.8,2023-12-01
,s857,797,8.8,2021-07-01
,s3322,859,3.9,2021-01-01
,s3746,528,3.0,2021-11-01
,s2717,643,2.1,2021-01-01
,s339,278,5.2,2019-07-01
,s4120,661,1.5,2019-04-01
,s8544,50,9.8,2019-06-01
,s4686,31,7.1,2020-04-01
,s1831,220,2.6,2023-05-01
,s8158,45,8.2,2020-11-01
,s1688,32,6.2,2019-06-01
,s3180,238,5.1,2020-02-01
,s6339,549,9.6,2020-08-01
,s2779,420,7.2,2022-05-01
,s4248,195,4.2,2022-10-01
,s8604,741,8.2,2022-02-01
,s121,337,4.3,2018-08-01
,s2275,980,1.0,2023-12-01
,s1510,867,2.0,2019-01-01
,s1185,505,4.3,2021-05-01
,s6544,377,4.9,2018-09-01
,s5520,446,5.8,2019-09-01
,s8573,827,2.5,2021-05-01
,s4030,178,2.5,2023-04-01
,s5828,437,4.3,2021-11-01
,s6180,241,9.8,2019-06-01
,s8740,118,5.6,2023-05-01
,s290,165,4.7,2019-11-01
,s7814,385,3.2,2021-07-01
,s6893,371,5.7,2023-10-01
,s1393,300,1.6,2019-07-01
,s8394,225,10.0,2019-09-01
,s6533,430,6.2,2018-06-01
,s918,118,5.8,2023-01-01
,s8084,812,7.6,2019-03-01
,s5346,162,7.5,2020-07-01
,s1316,88,5.5,2020-10-01
,s7352,943,4.5,2020-01-01
,s7471,976,3.4,2023-09-01
,s1970,873,2.6,2022-07-01
,s7200,846,8.4,2021-04-01
,s3915,321,3.8,2023-10-01
,s4031,231,9.8,2020-02-01
,s1103,326,4.3,2022-04-01
,s7042,228,9.4,2022-02-01
,s1408,166,5.7,2022-04-01
,s7725,886,3.3,2018-12-01
,s2800,819,4.5,2023-08-01
,s4913,37,7.0,2018-01-01
,s5685,526,9.4,2022-02-01
,s5146,517,7.2,2019-01-01
,s3558,225,3.0,2023-03-01
,s7097,522,3.3,2021-03-01
,s292,137,4.7,2020-10-01
,s8114,157,2.3,2023-07-01
,s5813,304,1.4,2020-12-01
,s5133,541,9.1,2019-03-01
,s5166,149,5.9,2020-02-01
,s1840,472,8.4,2021-05-01
,s4248,160,1.4,2019-09-01
,s3416,565,9.6,2021-01-01
,s3052,726,8.2,2021-08-01
,s2556,914,1.7,2019-02-01
,s4834,526,2.6,2020-08-01
,s3006,861,6.7,2018-03-01
,s5193,225,5.3,2023-04-01
,s819,224,2.6,2019-05-01
,s5943,574,5.0,2018-01-01
,s3122,359,1.2,2018-12-01
,s973,798,4.2,2023-02-01
,s806,226,8.5,2022-06-01
,s5346,32,9.5,2022-08-01
,s8356,52,8.1,2022-04-01
,s3769,594,6.0,2021-06-01
,s8069,728,7.9,2022-06-01
,s4784,558,9.7,2023-06-01
,s7861,541,8.2,2019-07-01
,s3334,716,10.0,2018-11-01
,s4395,111,4.8,2020-10-01
,s1135,152,9.2,2023-10-01
,s27,432,8.1,2023-08-01
,s8368,698,4.4,2021-06-01
,s1933,977,6.4,2022-12-01
,s8349,446,6.9,2022-11-01
,s3666,280,8.1,2020-10-01
,s625,393,8.2,2022-07-01
,s3814,944,7.0,2021-08-01
,s5633,41,8.1,2021-08-01
,s4731,261,4.8,2022-06-01
,s8570,429,5.2,2021-05-01
,s6950,837,7.9,2019-09-01
,s4259,777,6.2,2023-03-01
,s2826,462,2.4,2021-03-01
,s3044,156,2.2,2022-11-01
,s2835,34,3.1,2018-02-01
,s1784,701,4.3,2020-10-01
,s5509,184,4.1,2022-05-01
,s5704,141,5.9,2019-03-01
,s6654,871,2.2,2021-10-01
,s6364,486,4.1,2020-08-01
,s6193,258,1.4,2019-05-01
,s7785,735,6.6,2020-03-01
,s292,221,3.7,2019-07-01
,s7841,443,1.5,2018-01-01
,s8304,674,4.5,2019-11-01
,s3353,481,6.8,2023-08-01
,s5191,545,3.4,2021-12-01
,s7165,172,4.4,2022-02-01
,s1039,129,5.2,2020-01-01
,s885,585,9.2,2023-07-01
,s4014,369,3.3,2023-06-01
,s6520,87,8.6,2019-01-01
,s1159,962,5.4,2023-11-01
,s4229,907,1.7,2021-11-01
,s4022,206,2.6,2023-01-01
,s5626,716,5.3,2022-10-01
,s3778,798,3.1,2022-09-01
,s882,352,2.0,2019-11-01
,s3586,457,2.0,2023-02-01
,s5227,273,3.7,2023-05-01
,s5055,821,6.8,2019-01-01
,s5485,367,5.9,2020-09-01
,s5913,184,6.1,2018-05-01
,s5385,633,6.1,2018-12-01
,s4603,543,4.2,2018-06-01
,s49,223,8.6,2020-01-01
,s748,928,7.4,2022-10-01
,s5617,245,7.4,2021-05-01
,s8048,867,5.9,2023-05-01
,s3508,894,5.7,2023-04-01
,s2687,733,1.1,2021-05-01
,s4968,116,1.7,2023-12-01
,s6736,616,8.4,2018-05-01
,s7850,159,9.5,2021-03-01
,s8129,862,1.9,2022-06-01
,s1270,65,6.0,2020-05-01
,s6557,889,4.5,2019-09-01
,s8775,469,6.8,2020-07-01
,s5472,892,3.4,2021-08-01
,s4885,523,9.4,2020-01-01
,s3670,650,9.5,2023-07-01
,s3374,730,3.9,2020-03-01
,s131,491,3.2,2018-04-01
,s6721,42,9.6,2020-10-01
,s8318,9,1.5,2018-11-01
,s6471,540,2.2,2018-05-01
,s5701,536,6.3,2021-04-01
,s6384,306,3.9,2018-06-01
,s3602,732,4.0,2020-05-01
,s5765,21,5.6,2022-11-01
,s4816,119,5.3,2022-10-01
,s2089,409,5.8,2018-01-01
,s6778,519,5.1,2019-06-01
,s7724,38,5.3,2021-02-01
,s2664,987,6.0,2022-09-01
,s4826,224,6.9,2019-09-01
,s5086,40,1.1,2023-10-01
,s71,553,4.0,2020-10-01
,s8132,28,7.4,2022-07-01
,s559,845,5.2,2022-07-01
,s3397,323,4.0,2023-01-01
,s5734,213,10.0,2022-01-01
,s1740,645,6.3,2023-03-01
,s6963,347,2.9,2020-09-01
,s4775,639,5.1,2018-08-01
,s7156,34,8.7,2023-06-01
,s3526,43,7.3,2018-01-01
