id,show_id,user_id,rating,date
2668,s2919,121,8.9,2022-04-01
2669,s152,220,7.0,2019-10-01
2670,s987,44,9.3,2023-11-01
2671,s5639,425,2.6,2019-07-01
2672,s6451,480,2.1,2019-02-01
2673,s6689,237,8.0,2023-02-01
2674,s5844,397,4.5,2020-03-01
2675,s7945,153,9.4,2023-06-01
2676," and probably will.""",251,2.5,2019-01-01
2677,s4001,94,9.7,2019-11-01
2678,s7627,282,5.8,2020-05-01
2679,s7098,319,6.7,2023-03-01
2680,s2482,311,6.3,2021-03-01
2681,s3564,471,5.1,2020-08-01
2682,s3684,287,9.6,2022-01-01
2683,s5133,445,9.7,2018-09-01
2684,s8016,329,5.5,2020-11-01
2685,s3792,268,1.5,2019-03-01
2686,s5478,449,7.7,2022-04-01
2687,s4460,90,7.2,2022-11-01
2688,s7670,59,4.3,2023-06-01
2689,s2179,89,4.0,2018-01-01
2690,s6638,113,1.5,2018-11-01
2691,s5977,185,9.8,2023-08-01
2692,s4916,30,6.9,2021-05-01
2693,s1962,121,7.4,2019-08-01
2694,s3236,256,5.3,2021-08-01
2695,s6957,259,9.5,2022-02-01
2696,s2333,301,6.7,2021-11-01
2697,s703,227,6.7,2019-04-01
2698,s6125,72,6.0,2022-01-01
2699,s1751,80,4.5,2021-12-01
2700,s6648,378,1.3,2019-11-01
2701,s615,108,6.2,2023-02-01
2702,s3962,201,7.8,2018-09-01
2703,s922,180,1.7,2018-04-01
2704,s3866,245,4.3,2023-11-01
2705,s790,268,7.4,2021-10-01
2706,s5570,194,8.2,2018-02-01
2707,s6412,33,9.0,2019-12-01
2708,s8078,28,8.6,2019-03-01
2709,s4554,359,2.8,2019-05-01
2710,s5957,286,8.0,2023-04-01
2711,s1538,92,3.2,2018-05-01
2712,s234,424,5.1,2022-10-01
2713,s7727,322,4.8,2022-03-01
2714,s4862,19,6.6,2018-01-01
2715,s672,482,5.5,2022-12-01
2716,s6852,134,7.1,2018-09-01
2717,s3609,473,1.8,2019-10-01
2718,s2611,383,1.9,2021-09-01
2719,s1807,117,8.3,2021-02-01
2720,s3869,194,4.4,2019-11-01
2721,s6543,230,8.2,2023-04-01
2722,s2547,351,6.8,2021-10-01
2723,s6214,119,9.7,2020-06-01
2724,s8223,332,5.4,2022-08-01
2725,s2250,8,5.8,2023-05-01
2726,s6067,135,8.3,2022-04-01
2727,s8540,435,7.2,2023-07-01
2728,s1650,306,5.5,2018-02-01
2729,s134,372,7.1,2018-11-01
2730,s1157,339,5.6,2022-06-01
2731,s786,115,8.8,2019-12-01
2732,s441,224,8.2,2019-03-01
2733,s1190,206,7.2,2023-10-01
2734,s1928,393,8.8,2019-12-01
2735,s174,152,7.2,2020-04-01
2736,s7360,379,3.1,2018-02-01
2737,s5408,469,4.6,2019-06-01
2738,s8383,500,1.8,2018-09-01
2739,s5752,92,8.4,2018-09-01
2740,s1474,441,4.5,2018-12-01
2741,s4142,39,10.0,2019-04-01
2742,s4391,412,7.0,2023-05-01
2743,s766,271,7.4,2018-12-01
2744,s3811,184,9.8,2019-08-01
2745,s433,58,7.2,2021-12-01
2746,s6510,48,2.4,2018-09-01
2747,s766,61,5.9,2018-11-01
2748,s67,390,7.2,2021-03-01
2749,s2174,363,7.2,2022-09-01
2750,s3674,307,9.5,2019-04-01
2751,s6846,90,2.7,2021-06-01
2752,s2904,201,9.5,2020-04-01
2753,s8590,330,4.6,2023-03-01
2754,s3970,329,6.3,2022-02-01
2755,s5691,419,8.3,2019-01-01
2756,s8667,274,7.4,2018-06-01
2757,s1225,422,2.1,2018-01-01
2758,s2945,330,5.4,2020-07-01
2759,s7494,69,2.0,2022-05-01
2760,s2016,184,8.2,2021-07-01
2761,s3194,97,7.3,2018-02-01
2762,s5505,262,5.2,2022-05-01
2763,s3946,386,7.0,2019-04-01
2764,s6921,101,9.9,2018-05-01
2765,s7699,64,9.6,2022-08-01
2766,s4100,189,8.7,2019-03-01
2767,s8175,410,1.5,2022-02-01
2768,s967,274,3.0,2023-08-01
2769,s8539,337,9.2,2023-09-01
2770,s5996,64,2.0,2022-11-01
2771,s6992,206,7.4,2018-11-01
2772,s2099,66,6.8,2019-05-01
2773,s2044,73,5.4,2018-03-01
2774,s6795,19,4.5,2018-10-01
2775,s1966,151,2.1,2022-02-01
2776,s8616,133,3.2,2022-03-01
2777,s8080,338,1.8,2018-04-01
2778,s506,173,6.5,2018-05-01
2779,s2879,165,3.2,2018-03-01
2780,s5365,77,7.3,2021-07-01
2781,s8701,240,4.8,2019-04-01
2782,s1023,389,7.5,2018-04-01
2783,s7354,410,6.8,2022-09-01
2784,s6986,338,3.4,2018-08-01
2785,s2163,245,8.9,2018-07-01
2786,s1000,383,2.1,2023-08-01
2787,s2897,199,3.2,2022-11-01
2788,s4505,93,7.3,2018-02-01
2789,s4537,162,4.1,2019-07-01
2790,s1670,357,9.0,2023-11-01
2791,s7206,116,3.2,2019-11-01
2792,s7812,240,9.9,2022-10-01
2793,s172,496,6.0,2023-05-01
2794,s1351,96,2.5,2018-06-01
2795,s1634,438,10.0,2022-08-01
2796,s3810,142,3.7,2020-05-01
2797,s3193,472,8.6,2019-11-01
2798,s1481,226,8.6,2023-10-01
2799,s8535,108,1.7,2018-01-01
2800,s8742,26,3.9,2022-03-01
2801,s558,366,3.0,2018-12-01
2802,s8557,471,4.3,2021-11-01
2803,s2701,66,4.9,2021-01-01
2804,s3895,428,2.4,2021-01-01
2805,s5883,176,2.1,2022-01-01
2806,s4216,291,4.5,2022-11-01
2807,s5661,278,7.5,2018-10-01
2808,s4858,447,4.3,2022-11-01
2809,s4370,486,8.7,2020-02-01
2810,s5741,408,1.5,2019-07-01
2811,s1164,474,9.1,2021-03-01
2812,s6052,391,5.8,2019-11-01
2813,s145,308,3.4,2018-10-01
2814,s18,458,4.8,2023-01-01
2815,s6437,260,9.6,2021-12-01
2816,s770,25,9.9,2023-01-01
2817,s6460,498,5.1,2021-10-01
2818,s674,436,4.3,2019-08-01
2819,s3967,281,5.7,2019-09-01
2820,s921,404,9.4,2022-11-01
2821,s1294,408,3.0,2019-03-01
2822,s5356,97,4.0,2020-05-01
2823,s3321,164,2.8,2018-05-01
2824,s8417,65,7.9,2021-06-01
2825,s5155,329,1.6,2022-01-01
2826,s6359,387,5.8,2022-10-01
2827,s5398,129,8.0,2023-06-01
2828,s4524,293,4.6,2022-04-01
2829,s5343,434,9.9,2023-09-01
2830,s3850,82,3.3,2023-09-01
2831,s328,219,1.1,2022-04-01
2832,s6622,210,2.3,2021-05-01
2833,s8333,167,7.5,2023-04-01
2834,s3649,164,1.9,2022-11-01
2835,s2422,201,4.1,2018-04-01
2836,s6514,265,4.8,2020-07-01
2837,s8070,252,4.9,2022-04-01
2838,s148,489,9.5,2020-05-01
2839,s6824,400,6.2,2019-12-01
2840,s7026,335,4.3,2021-02-01
2841,s8321,263,4.0,2020-04-01
2842,s4270,405,8.9,2020-04-01
2843,s6875,204,1.9,2021-07-01
2844,s213,108,8.4,2019-02-01
2845,s4298,41,3.8,2021-09-01
2846,s2966,137,9.6,2021-10-01
2847,s3327,154,2.4,2018-07-01
2848,s6381,441,5.4,2021-02-01
2849,s37,333,5.7,2023-09-01
2850,s4061,211,1.6,2018-01-01
2851,s6761,100,2.5,2018-07-01
2852,s6596,418,5.0,2019-07-01
2853,s8136,53,1.3,2023-05-01
2854,s7101,464,7.2,2023-07-01
2855,s2903,50,8.1,2021-03-01
2856,s1972,63,4.0,2021-04-01
2857,s4981,64,2.0,2022-03-01
2858,s4622,392,10.0,2018-06-01
2859,s2288,436,4.9,2022-04-01
2860,s2375,217,5.1,2019-01-01
2861,s4801,402,6.4,2020-08-01
2862,s2085,9,9.7,2020-02-01
2863,s1901,427,8.7,2023-12-01
2864,s7123,19,1.2,2021-05-01
2865,s7260,138,1.1,2022-12-01
2866,s5139,94,4.1,2021-01-01
2867,s2720,469,7.8,2020-04-01
2868,s3501,415,6.9,2023-12-01
2869,s8626,324,6.2,2019-02-01
2870,s7097,382,7.9,2021-07-01
2871,s2911,322,2.4,2019-01-01
2872,s4148,412,1.6,2021-03-01
2873,s1682,142,9.4,2021-07-01
2874,s8305,98,8.5,2018-01-01
2875,s4268,455,9.8,2020-12-01
2876,s8326,379,1.8,2022-11-01
2877,s8745,207,2.3,2021-10-01
2878,s2545,474,8.0,2018-12-01
2879,s1202,74,4.3,2019-05-01
2880,s7612,302,2.6,2019-09-01
2881,s1426,153,7.5,2023-07-01
2882,s766,68,4.9,2020-11-01
2883,s2791,348,2.8,2019-03-01
2884,s7952,295,4.5,2023-12-01
2885,s394,86,7.2,2018-09-01
2886,s6849,412,4.6,2022-10-01
2887,s2155,486,5.2,2021-05-01
2888,s5698,319,8.9,2018-01-01
2889,s5276,299,7.2,2018-12-01
2890,s6664,177,9.7,2023-08-01
2891,s5326,375,4.7,2022-01-01
2892,s6542,15,9.2,2021-06-01
2893,s2555,398,3.6,2018-02-01
2894,s2549,32,6.0,2023-05-01
2895,s3178,488,9.1,2023-08-01
2896,s4971,18,8.7,2022-12-01
2897,s5923,201,4.8,2020-12-01
2898,s5500,80,4.9,2019-09-01
2899,s3027,290,8.0,2019-11-01
2900,s3481,254,1.9,2019-05-01
2901,s2736,430,5.3,2019-04-01
2902,s7924,135,4.8,2022-05-01
2903,s7951,193,2.6,2020-02-01
2904,s6834,315,9.5,2019-06-01
2905,s3521,372,4.5,2018-01-01
2906,s8669,424,3.5,2023-11-01
2907,s7116,53,4.7,2019-09-01
2908,s2681,411,3.0,2021-08-01
2909,s2275,245,9.0,2018-09-01
2910,s1272,155,5.9,2022-02-01
2911,s3319,327,1.4,2023-05-01
2912,s7170,143,5.2,2022-01-01
2913,s3830,24,1.6,2023-09-01
2914,s7284,320,8.8,2023-04-01
2915,s6215,123,8.2,2023-01-01
2916,s3488,180,7.8,2019-01-01
2917,s3360,130,9.3,2018-12-01
2918,s5228,459,3.5,2019-06-01
2919,s3926,242,8.4,2019-12-01
2920,s4665,426,1.8,2021-12-01
2921,s6935,100,2.2,2019-07-01
2922,s6814,65,3.2,2022-03-01
2923,s7901,244,2.8,2018-05-01
2924,s5293,324,5.1,2018-09-01
2925,s5587,368,6.9,2022-11-01
2926,s4908,234,2.0,2022-10-01
2927,s40,407,4.9,2018-07-01
2928,s842,232,4.1,2020-03-01
2929,s4381,367,8.2,2021-08-01
2930,s6904,366,7.9,2019-06-01
2931,s4683,492,1.7,2019-06-01
2932,s6444,51,1.2,2020-08-01
2933,s3736,251,5.4,2019-02-01
2934,s7128,445,1.6,2022-10-01
2935,s7960,149,6.3,2020-05-01
2936,s4910,178,2.8,2020-08-01
2937,s649,497,2.6,2020-11-01
2938,s1418,136,3.8,2023-11-01
2939,s3757,1,9.4,2018-05-01
2940,s1261,319,9.6,2019-04-01
2941,s5396,363,3.5,2023-10-01
2942,s8642,309,3.3,2020-09-01
2943,s4640,491,1.0,2022-05-01
2944,s8314,292,3.0,2020-10-01
2945,s1808,342,1.2,2021-11-01
2946,s2838,313,9.1,2018-07-01
2947,s2425,175,3.3,2023-02-01
2948,s4773,439,6.5,2022-07-01
2949,s2896,15,5.7,2018-05-01
2950,s60,321,10.0,2018-12-01
2951,s4393,215,7.9,2021-12-01
2952,s3456,33,9.5,2021-02-01
2953,s6082,261,7.1,2020-12-01
2954,s7572,227,9.2,2018-05-01
2955,s2450,300,3.3,2018-03-01
2956,s2316,324,3.8,2023-01-01
2957,s8262,199,4.8,2021-01-01
2958,s1632,32,1.6,2018-02-01
2959,s2587,234,5.7,2023-05-01
2960,s6240,101,9.5,2020-09-01
2961,s1899,125,7.5,2023-05-01
2962,s5169,262,1.7,2019-01-01
2963,s948,314,2.8,2018-01-01
2964,s6347,294,1.9,2019-09-01
2965,s5060,167,3.1,2020-01-01
2966,s8260,500,7.1,2023-06-01
2967,s287,395,1.4,2023-07-01
2968,s3163,221,7.2,2018-08-01
2969,s5865,227,1.1,2018-10-01
2970,s3819,107,1.7,2019-09-01
2971,s7427,389,8.3,2020-10-01
2972,s5225,1,4.5,2021-04-01
2973,s7135,22,7.5,2018-11-01
2974,s3666,133,8.2,2019-07-01
2975,s5788,417,7.1,2020-01-01
2976,s3469,334,2.9,2020-02-01
2977,s2310,362,5.7,2022-06-01
2978,s4847,17,2.5,2018-07-01
2979,s7157,186,5.8,2022-02-01
2980,s7909,493,8.0,2021-01-01
2981,s2940,236,9.4,2018-01-01
2982,s1,360,5.2,2021-11-01
2983,s4868,192,4.9,2021-08-01
2984,s8476,416,4.7,2019-09-01
2985,s2247,481,9.7,2018-04-01
2986,s7656,350,4.1,2023-06-01
2987,s3574,225,9.4,2022-08-01
2988,s2104,441,4.1,2019-09-01
2989,s6445,55,9.1,2021-10-01
2990,s2179,195,6.5,2021-05-01
2991,s24,311,9.0,2022-03-01
2992,s4362,72,7.2,2020-06-01
2993,s8708,53,8.2,2021-07-01
2994,s4852,261,9.2,2019-04-01
2995,s2022,89,7.8,2022-04-01
2996,s3122,59,3.5,2021-10-01
2997,s8521,235,7.7,2019-03-01
2998,s640,2,6.2,2023-06-01
2999,s1799,197,7.4,2019-02-01
3000,s117,193,7.9,2019-05-01
3001,s8336,262,4.8,2021-03-01
3002,s5153,226,6.2,2020-11-01
3003,s1800,165,3.3,2021-12-01
3004,s8476,333,9.2,2022-06-01
3005,s6463,293,8.3,2021-06-01
3006,s456,484,7.8,2022-05-01
3007,s5047,209,8.6,2020-07-01
3008,s7550,146,1.2,2022-12-01
3009,s6077,190,7.9,2022-01-01
3010,s3307,238,3.6,2020-04-01
3011,s5934,368,2.2,2023-07-01
3012,s2522,365,3.4,2020-03-01
3013,s2754,321,4.2,2021-01-01
3014,s7490,306,6.1,2022-10-01
3015,s143,258,9.5,2019-04-01
3016,s1484,98,3.6,2023-01-01
3017,s1689,102,4.0,2023-06-01
3018,s5983,278,1.0,2018-01-01
3019,s1264,334,5.0,2022-07-01
3020,s3967,307,5.2,2018-07-01
3021,s2467,150,2.2,2022-08-01
3022,s6148,227,4.2,2020-03-01
3023,s1978,347,6.8,2020-01-01
3024,s1560,202,8.1,2019-02-01
3025,s6014,187,2.6,2021-06-01
3026,s4871,432,3.2,2022-07-01
3027,s593,170,3.7,2018-04-01
3028,s6146,247,4.5,2023-01-01
3029,s2135,347,9.5,2021-10-01
3030,s2238,173,9.0,2020-12-01
3031,s4978,148,5.5,2021-06-01
3032,s8692,481,7.7,2022-06-01
3033,s3911,84,7.3,2022-09-01
3034,s2769,24,2.3,2021-11-01
3035,s8074,324,9.8,2020-05-01
3036,s6550,470,5.9,2019-01-01
3037,s5543,407,8.6,2020-12-01
3038,s1689,488,6.9,2021-11-01
3039,s3410,131,3.5,2022-04-01
3040,s1772,166,8.3,2023-01-01
3041,s7521,183,4.1,2018-01-01
3042,s3362,490,2.0,2023-04-01
3043,s2425,338,1.5,2020-07-01
3044,s3849,76,6.8,2019-02-01
3045,s5850,357,3.1,2021-02-01
3046,s2110,312,2.2,2020-11-01
3047,s1439,130,9.4,2019-09-01
3048,s6310,241,1.2,2021-06-01
3049,s8795,6,9.3,2019-11-01
3050,s918,172,2.8,2019-02-01
3051,s1020,365,9.2,2022-11-01
3052,s3439,433,5.5,2021-08-01
3053,s170,258,2.6,2021-01-01
3054,s3152,124,2.7,2022-12-01
3055,s2937,174,1.7,2022-11-01
3056,s4454,485,9.5,2019-10-01
3057,s6548,328,9.3,2022-07-01
3058,s7609,484,4.4,2020-04-01
3059,s5333,13,3.4,2021-02-01
3060,s5645,340,4.2,2019-08-01
3061,s7920,358,6.5,2019-11-01
3062,s8010,81,7.9,2022-04-01
3063,s4964,242,8.9,2019-04-01
3064,s3598,66,1.5,2023-06-01
3065,s6968,128,8.7,2019-08-01
3066,s2194,274,3.6,2019-07-01
3067,s6202,60,2.5,2020-03-01
3068,s7034,237,4.4,2022-08-01
3069,s477,306,8.5,2019-06-01
3070,s1999,497,4.8,2023-10-01
3071,s6453,101,1.6,2018-05-01
3072,s2637,461,2.3,2022-08-01
3073,s3108,294,8.5,2019-05-01
3074,s8417,489,2.6,2019-08-01
3075,s6563,48,7.7,2022-10-01
3076,s4829,138,8.4,2021-04-01
3077,s5073,341,2.2,2023-05-01
3078,s3768,160,1.8,2023-08-01
3079,s5695,138,6.8,2022-09-01
3080,s4541,206,5.4,2023-12-01
3081,s1301,39,3.7,2018-08-01
3082,s233,399,8.2,2021-09-01
3083,s879,185,3.9,2018-07-01
3084,s8768,229,2.7,2023-10-01
3085,s4120,368,3.7,2023-03-01
3086,s4612,330,3.0,2022-08-01
3087,s8337,233,8.1,2020-07-01
3088,s8583,219,5.9,2023-05-01
3089,s1237,33,8.5,2018-03-01
3090,s2150,38,2.8,2021-04-01
3091,s1972,53,3.5,2019-12-01
3092,s679,47,7.7,2018-07-01
3093,s3587,32,5.4,2023-11-01
3094,s6561,133,4.2,2023-09-01
3095,s6274,23,3.6,2020-04-01
3096,s3297,381,9.6,2018-10-01
3097,s4075,53,1.4,2019-06-01
3098,s627,22,3.4,2021-09-01
3099,s6649,489,5.2,2020-04-01
3100,s8627,200,8.4,2023-10-01
3101,s5401,329,6.7,2022-02-01
3102,s4040,347,3.4,2019-05-01
3103,s132,84,1.6,2021-05-01
3104,s4506,303,8.7,2023-11-01
3105,s2383,23,1.5,2021-09-01
3106,s2858,120,7.8,2020-09-01
3107,s1335,21,5.2,2020-09-01
3108,s7102,69,8.0,2022-04-01
3109,s4846,411,7.1,2023-01-01
3110,s7186,253,4.7,2018-12-01
3111,s7769,338,9.8,2021-06-01
3112,s7991,229,5.4,2022-05-01
3113,s2812,194,1.0,2021-04-01
3114,s1173,21,1.2,2019-02-01
3115,s6480,325,6.0,2022-01-01
3116,s7043,75,6.9,2022-04-01
3117,s1704,211,4.9,2022-04-01
3118,s6340,74,4.7,2021-09-01
3119,s636,246,2.9,2020-12-01
3120,s2466,242,8.1,2022-02-01
3121,s8328,216,6.9,2023-08-01
3122,s7479,457,9.2,2021-05-01
3123,s7394,243,9.0,2023-01-01
3124,s7654,201,3.1,2022-12-01
3125,s4866,95,1.6,2019-11-01
3126,s2337,497,5.3,2022-04-01
3127,s6946,194,3.3,2023-01-01
3128,s2387,40,7.4,2018-04-01
3129,s3439,209,9.8,2019-01-01
3130,s3763,274,2.9,2019-01-01
3131,s5674,82,10.0,2020-03-01
3132,s5405,338,6.5,2018-12-01
3133,s8515,126,3.9,2022-01-01
3134,s1428,101,7.1,2023-05-01
3135,s6964,372,8.8,2021-05-01
3136,s7436,264,8.8,2023-09-01
3137,s6698,134,5.2,2019-11-01
3138,s880,281,10.0,2020-02-01
3139,s140,207,5.0,2020-10-01
3140,s7916,258,5.3,2018-03-01
3141,s5861,487,7.8,2020-01-01
3142,s832,402,7.6,2020-10-01
3143,s4987,303,1.6,2019-07-01
3144,s1684,296,2.3,2023-02-01
3145,s1721,12,5.4,2021-09-01
3146,s8529,376,8.5,2021-03-01
3147,s685,215,2.7,2023-10-01
3148,s617,372,8.2,2019-01-01
3149,s3642,82,9.3,2019-05-01
3150,s8211,367,6.3,2020-12-01
3151,s6626,457,8.4,2019-09-01
3152,s6945,44,5.9,2023-08-01
3153,s2904,399,6.9,2019-02-01
3154,s8215,134,5.7,2021-10-01
3155,s6113,239,4.5,2019-08-01
3156,s1847,397,9.0,2023-02-01
3157,s5103,30,9.4,2018-06-01
3158,s4840,215,3.4,2021-03-01
3159,s7242,463,9.8,2018-12-01
3160,s2906,402,8.7,2020-05-01
3161,s4345,419,7.7,2021-05-01
3162,s6682,125,9.4,2023-07-01
3163,s5614,79,2.5,2022-02-01
3164,s5315,410,9.3,2023-08-01
3165,s8189,225,5.6,2022-09-01
3166,s427,218,2.1,2022-08-01
3167,s7920,455,5.6,2019-02-01
3168,s8721,255,8.6,2023-09-01
3169,s2943,367,3.5,2023-03-01
3170,s7336,424,3.2,2022-03-01
3171,s3502,290,9.7,2021-02-01
3172,s826,294,6.4,2021-08-01
3173,s7282,371,9.4,2018-12-01
3174,s5529,38,9.3,2019-12-01
3175,s218,87,3.8,2019-02-01
3176,s5966,95,4.1,2022-09-01
3177,s8447,160,4.2,2022-09-01
3178,s7530,17,1.0,2021-03-01
3179,s586,252,3.0,2021-02-01
3180,s5024,428,4.9,2018-08-01
3181,s1752,371,4.4,2019-11-01
3182,s961,495,3.9,2019-01-01
3183,s5591,249,8.5,2023-05-01
3184,s1559,8,6.3,2021-08-01
3185,s3323,182,2.3,2019-05-01
3186,s3756,266,1.1,2021-06-01
3187,s8528,206,2.6,2022-12-01
3188,s7647,20,8.6,2022-10-01
3189,s3028,433,6.1,2023-05-01
3190,s8250,489,6.3,2023-08-01
3191,s8756,411,7.1,2019-05-01
3192,s6866,476,8.4,2020-01-01
3193,s4584,16,5.7,2023-04-01
3194,s8340,112,6.8,2023-06-01
3195,s5517,352,2.4,2021-09-01
3196,s6871,65,9.4,2023-03-01
3197,s2219,332,9.2,2020-02-01
3198,s2767,22,3.6,2019-11-01
3199,s3251,161,9.4,2018-01-01
3200,s973,317,4.3,2020-02-01
3201,s6875,79,10.0,2021-06-01
3202,s1281,378,3.9,2022-10-01
3203,s6700,290,6.6,2022-09-01
3204,s4333,357,6.1,2021-10-01
3205,s2214,341,9.6,2023-08-01
3206,s2265,385,3.5,2022-05-01
3207,s492,218,3.2,2020-12-01
3208,s8431,8,7.5,2022-02-01
3209,s8450,2,1.5,2018-04-01
3210,s5361,356,8.7,2019-06-01
3211,s2686,94,9.0,2023-03-01
3212,s905,98,3.6,2022-09-01
3213,s468,241,3.3,2020-02-01
3214,s471,500,9.8,2018-07-01
3215,s4020,426,4.6,2019-08-01
3216,s6222,234,5.5,2020-05-01
3217,s5199,443,1.0,2018-12-01
3218,s7434,119,5.3,2021-05-01
3219,s7923,408,8.5,2022-03-01
3220,s3899,133,8.1,2022-10-01
3221,s8736,179,1.3,2018-06-01
3222,s5925,233,1.5,2021-07-01
3223,s1500,87,1.8,2019-09-01
3224,s4650,367,8.6,2023-04-01
3225,s5977,410,8.2,2023-08-01
3226,s6581,466,9.8,2021-03-01
3227,s1457,100,8.9,2022-11-01
3228,s4247,273,6.5,2021-02-01
3229,s7439,186,7.2,2021-02-01
3230,s2684,53,9.6,2019-08-01
3231,s5295,153,1.6,2020-06-01
3232,s2297,242,6.4,2018-06-01
3233,s454,217,8.8,2023-09-01
3234,s6360,263,7.5,2020-04-01
3235,s5634,261,7.8,2022-11-01
3236,s3524,139,2.0,2018-02-01
3237,s5066,113,5.9,2019-06-01
3238,s5748,203,5.4,2020-12-01
3239,s499,473,9.2,2019-08-01
3240,s7154,490,6.4,2022-06-01
3241,s5384,140,5.0,2018-02-01
3242,s5151,369,9.7,2018-01-01
3243,s4711,462,2.6,2022-03-01
3244,s7024,135,5.0,2019-02-01
3245,s6120,459,1.7,2021-08-01
3246,s975,345,7.8,2021-08-01
3247,s5346,240,5.3,2021-07-01
3248,s6072,372,3.2,2023-01-01
3249,s8749,494,6.5,2022-06-01
3250,s496,333,5.9,2021-07-01
3251,s6826,200,7.0,2020-09-01
3252,s5078,417,6.7,2022-07-01
3253,s200,499,6.6,2019-09-01
3254,s7148,148,1.9,2022-08-01
3255,s2959,56,3.8,2018-07-01
3256,s2979,133,6.4,2020-05-01
3257,s7509,237,7.6,2021-09-01
3258,s8464,1,1.1,2023-03-01
3259,s7885,188,8.7,2019-01-01
3260,s8401,309,8.1,2023-05-01
3261,s3816,457,8.5,2023-08-01
3262,s4568,311,6.9,2023-12-01
3263,s1387,114,6.3,2021-12-01
3264,s6045,179,1.5,2018-06-01
3265,s8071,453,6.5,2018-08-01
3266,s3500,232,5.6,2022-07-01
3267,s1686,451,7.8,2020-07-01
3268,s2278,278,4.6,2023-03-01
3269,s3578,99,2.2,2023-01-01
3270,s2043,246,3.1,2021-01-01
3271,s2231,412,9.9,2021-02-01
3272,s1992,103,6.2,2018-01-01
3273,s7571,73,2.6,2019-01-01
3274,s8800,458,2.5,2022-10-01
3275,s3514,87,4.4,2019-05-01
3276,s3499,423,3.3,2020-01-01
3277,s4371,326,6.1,2022-10-01
3278,s8632,170,9.1,2022-08-01
3279,s2778,176,6.5,2018-03-01
3280,s746,475,5.2,2018-03-01
3281,s1574,157,3.0,2023-10-01
3282,s376,471,5.2,2018-07-01
3283,s31,154,8.5,2018-03-01
3284,s771,180,8.9,2023-11-01
3285,s3085,48,3.0,2019-11-01
3286,s7126,289,9.0,2023-11-01
3287,s2542,322,9.5,2020-06-01
3288,s1192,169,1.1,2018-01-01
3289,s712,392,7.2,2023-03-01
3290,s7604,63,8.1,2019-12-01
3291,s4137,61,3.9,2021-02-01
3292,s7081,424,2.1,2022-07-01
3293,s3888,370,9.3,2020-01-01
3294,s5404,28,9.7,2021-11-01
3295,s4769,328,9.1,2019-05-01
3296,s8587,492,6.8,2022-09-01
3297,s806,31,3.5,2022-01-01
3298,s3155,305,6.7,2022-04-01
3299,s5363,352,9.7,2020-09-01
3300,s3041,388,1.9,2023-07-01
3301,s5465,340,1.1,2019-01-01
3302,s6438,105,2.8,2019-07-01
3303,s7911,34,4.7,2018-02-01
3304,s6968,66,8.8,2020-05-01
3305,s8003,305,6.0,2023-12-01
3306,s3724,242,4.0,2022-04-01
3307,s423,105,8.0,2022-11-01
3308,s4347,37,2.7,2019-02-01
3309,s7423,65,8.1,2021-01-01
3310,s7218,472,9.7,2023-02-01
3311,s7829,40,8.4,2019-06-01
3312,s2132,488,4.9,2023-07-01
3313,s4327,426,5.3,2022-12-01
3314,s1969,9,7.1,2023-05-01
3315,s2641,347,6.8,2020-06-01
3316,s6542,305,3.4,2020-02-01
3317,s302,122,6.2,2023-07-01
3318,s3234,441,3.7,2021-09-01
3319,s8675,7,5.5,2019-09-01
3320,s8404,93,4.1,2020-03-01
3321,s5203,492,5.2,2021-01-01
3322,s7651,73,8.8,2022-07-01
3323,s250,472,3.7,2021-02-01
3324,s1066,98,6.1,2020-01-01
3325,s236,356,8.5,2022-05-01
3326,s3260,35,9.3,2021-06-01
3327,s1415,310,4.2,2019-02-01
3328,s7662,204,1.7,2018-12-01
3329,s6508,224,5.8,2018-09-01
3330,s8038,137,1.5,2022-10-01
3331,s3044,3,7.2,2018-12-01
3332,s1877,177,9.8,2023-06-01
3333,s2839,301,1.7,2022-06-01
3334,s4973,449,8.0,2018-03-01
3335,s3683,127,5.9,2020-05-01
3336,s1147,286,4.3,2021-05-01
3337,s2286,35,1.1,2018-07-01
3338,s7608,419,1.6,2018-07-01
3339,s7224,185,3.4,2023-11-01
3340,s8617,201,8.8,2021-02-01
3341,s5291,415,7.0,2018-09-01
3342,s664,440,9.8,2019-06-01
3343,s5286,176,6.6,2021-11-01
3344,s111,184,6.1,2022-04-01
3345,s1070,9,2.5,2020-04-01
3346,s6609,259,9.7,2022-04-01
3347,s7393,492,8.1,2020-11-01
3348,s981,120,6.8,2020-09-01
3349,s3215,338,7.3,2022-05-01
3350,s5238,25,4.2,2022-09-01
3351,s5821,418,4.9,2022-03-01
3352,s1071,389,8.7,2020-05-01
3353,s8466,387,9.1,2022-10-01
3354,s1319,72,7.0,2019-02-01
3355,s8259,310,8.4,2023-08-01
3356,s3030,164,2.3,2022-05-01
3357,s4882,277,3.0,2018-06-01
3358,s7205,60,5.6,2021-10-01
3359,s2062,173,1.4,2022-10-01
3360,s8725,282,3.5,2018-10-01
3361,s4078,51,7.8,2019-07-01
3362,s820,292,7.9,2021-07-01
3363,s895,355,9.1,2021-04-01
3364,s90,309,3.7,2022-08-01
3365,s2527,277,6.4,2018-11-01
3366,s7124,307,6.1,2021-11-01
3367,s674,307,9.1,2021-12-01
3368,s8098,427,6.3,2022-10-01
3369,s8795,340,8.0,2020-03-01
3370,s4598,95,6.9,2020-09-01
